doi,title,firstauthor,authors,publisher,journal,published_year,published_date,abstract,url,affiliationtw,correspondingtw,or1,or2,or3,or5,nor1,nor2,nor3,legend,mic1,mic2,mic3,odb
10.1093/plankt/fbw039,Comparison of copepod species-based and individual-size-based community structuring,Carmen García-Comas,"Carmen García-Comas, Yu-Ching Lee, Chun-Yi Chang, Gwo-Ching Gong, Chih-hao Hsieh",Oxford University Press (OUP),J. Plankton Res.,2016,2016-8,,https://doi.org/10.1093/plankt/fbw039,,,True,False,False,False,False,False,False,False,True,False,False,True
10.1371/journal.pone.0175235,Modified FlowCAM procedure for quantifying size distribution of zooplankton with sample recycling capacity,Esther Wong,"Esther Wong, Akash R. Sastri, Fan-Sian Lin, Chih-hao Hsieh",Public Library of Science (PLoS),PLoS ONE,2017,2017-4-6,,https://doi.org/10.1371/journal.pone.0175235,,,True,True,False,False,False,False,False,False,True,True,False,True
10.1016/j.pocean.2020.102369,Prey stoichiometry and phytoplankton and zooplankton composition influence the production of marine crustacean zooplankton,Pei-Chi Ho,"Pei-Chi Ho, Esther Wong, Fan-Sian Lin, Akash R. Sastri, Carmen García-Comas, Noboru Okuda, Fuh-Kwo Shiah, Gwo-Ching Gong, Rita S.W. Yam, Chih-hao Hsieh",Elsevier BV,Progress in Oceanography,2020,2020-7,,https://doi.org/10.1016/j.pocean.2020.102369,,,True,True,True,False,False,False,False,False,True,True,True,True
10.1007/s12526-021-01225-5,"Multivariate analysis of the spatial species diversity of demersal fish assemblages in relation to habitat characteristics in a subtropical national park, Taiwan",Kuo-Shu Chen,"Kuo-Shu Chen, Hsu-Sen Chen, Chiee-Young Chen, Yan-Lin Su, Pei-Jie Meng, Meng-Hsien Chen",Springer Science and Business Media LLC,Mar. Biodivers.,2022,2022-2,"To understand the spatial species diversity of demersal fish assemblages in Taijiang National Park (TJNP) of Taiwan, fishes from 44 demersal trawl hauls and environmental data were collected in the nearshore and offshore areas of TJNP from April 2016 to May 2019. In total, fishes of 47 families, 84 genera, and 113 species were recorded. The nearshore and offshore demersal fish assemblages in TJNP exhibited significant variability in species composition assessed via beta diversity. Using distance-based redundancy analysis, we demonstrated that bottom depth and substrate type were significant explanatory variables of spatial species diversity and identified three habitat types (I: shallow soft bottom; II: deeper soft bottom; III: deeper bottom with mixed sand and gravel substrates). The nearshore assemblage was characterized by type I, where Tarphops oligolepis (flounder), Trachinocephalus myops (snakefish), and Liachirus melanospilos (carpet sole) dominated in terms of abundance. The offshore assemblage was characterized by either type II or type III because differences in substrate types among sampling sites were noticeable. At the offshore sites characterized by a deeper soft bottom (type II), Johnius distinctus (croaker), Cynoglossus kopsii (shortheaded tonguesole), and Coelorinchus formosanus (Formosa grenadier) predominated. In contrast, the westernmost sampling site, characterized by type III habitat, exhibited relatively high Shannon indices, and Scorpaena miostoma (scorpionfish), Urolophus aurantiacus (sepia stingray), and Parabothus taiwanensis (lefteye flounder) predominated. Our results provide the first baseline information on the environmental characteristics and spatial species diversity of demersal fish assemblages in TJNP and have implications for biodiversity conservation in existing spatial management areas.",https://doi.org/10.1007/s12526-021-01225-5,國立中山大學海洋科學系,陳國書,False,False,True,False,False,False,False,False,False,False,False,False
10.1007/s44195-022-00031-1,"Delineating a volcanic aquifer using groundwater-induced gravity changes in the Tatun Volcano Group, Taiwan",Tzuyi Lien,"Tzuyi Lien, Emmy T. Chang, Cheinway Hwang, Ching-Chung Cheng, Rou-Fei Chen, Chung-Hsiang Mu",Springer Science and Business Media LLC,Terr Atmos Ocean Sci,2022,2022-12,"The Tatun Volcanic Group (TVG) is an active volcanic system that poses potential volcanic hazards to northern Taiwan. Groundwater migration can be sensitive to volcanic activities and can induce temporal gravity changes. Here we conducted four gravity measurement campaigns in 2012 with two CG5 relative gravimeters at a total of 31 gravity monitoring sites to probe the spatiotemporal groundwater variability in the TVG area. With careful adjustments to the gravity measurements, the standard point gravity error was approximately 8 μGal on average. The observed gravity changes were compared with the groundwater-induced gravity variations derived from two hydrological models: the continuous flow model that consisted of one permeable layer (Model A) and a dynamic groundwater flow model that used the hydrological solver MODFLOW (Model B). The results show that only gravity observations in the central TVG match the simulated gravity pattern, i.e., the hydrology in the central TVG follows free groundwater flows within the interconnected and porous strata. On the other hand, inconsistencies between simulated and observed gravity changes range from + 40 to – 80 μGal. The discrepancies were located at the eastern and western areas in the TVG and showed opposite variations over time. This pattern of temporal variability cannot be attributed to the use of shallow aquifer models that merely reflect the surface recharges and discharges. We infer that the pattern stems from deep flows, such as hydrothermal fluids alternately replenishing aquifers to the east and west of the TVG, i.e., deep fluid conduits may have developed to the east and west of the TVG and bypassed the central area.",https://doi.org/10.1007/s44195-022-00031-1,台灣大學 海洋研究所,張翠玉,False,False,False,False,False,False,False,False,False,False,False,True
10.1016/j.marchem.2019.02.002,"Fates of vent CO2 and its impact on carbonate chemistry in the shallow-water hydrothermal field offshore Kueishantao Islet, NE Taiwan",Yu-Shih Lin,"Yu-Shih Lin, Hon-Kit Lui, Jay Lee, Chen-Tung Arthur Chen, George S. Burr, Wen-Chen Chou, Fu-Wen Kuo",Elsevier BV,Marine Chemistry,2019,2019-3,,https://doi.org/10.1016/j.marchem.2019.02.002,National Sun Yat-sen University,Yu-Shih Lin,False,True,False,False,False,False,False,False,False,True,False,False
10.1016/j.csr.2012.01.005,Methods of training set construction: Towards improving performance for automated mesozooplankton image classification systems,Chun-Yi Chang,"Chun-Yi Chang, Pei-Chi Ho, Akash R. Sastri, Yu-Ching Lee, Gwo-Ching Gong, Chih-hao Hsieh",Elsevier BV,Continental Shelf Research,2012,2012-3,,https://doi.org/10.1016/j.csr.2012.01.005,,,True,True,False,False,False,False,False,False,True,True,False,True
10.1186/1810-522x-52-14,An alternative kernel-based method for estimating copepod growth rates from multimodal biomass distributions in artificial cohort experiments,Kuan-Yu Lin,"Kuan-Yu Lin, Akash R Sastri, Chih-hao Hsieh",Springer Science and Business Media LLC,Zool. Stud.,2013,2013-12,"BackgroundElucidating copepod growth and production rates is important in understanding the trophic role of copepods in marine systems. One of the most commonly used field methods for measuring copepod growth rates is the artificial cohort method.ResultsAn ‘artificial cohort’ is established by limiting the incubated animals to relatively narrow size ranges or developmental stages. Thus, one can measure the change in body weight (BW; attributed to body growth) between the start and conclusion of incubation by following the shift in the biomass distribution. The critical issue here is determining how to describe the biomass distribution before and after incubation in a mathematically concise manner. Traditionally, the mean value of the biomass distribution is used as the representative BW, which assumes that the biomass distribution follows a unimodal distribution. However, in practice, the complex composition of copepod communities can commonly yield observations of multimodal distributions. To overcome this difficulty, we suggest that the representative BW of copepod communities be estimated by multiple-peak consideration instead of using the average value. Specifically, we used a kernel-based approach to determine peak values; as such, only BW values associated with a high frequency were used to determine the representative BW.ConclusionsThrough a comparison of different methods, we show that the multiple-peak consideration yielded a higher proportion of realistic growth rate values. In addition, we noted that growth rates estimated with the multiple-peak method were more closely aligned with predictions based on the metabolic theory of ecology.",https://doi.org/10.1186/1810-522x-52-14,,,True,True,False,False,False,False,False,False,True,True,False,True
10.1016/j.pocean.2013.10.010,Mesozooplankton size structure in response to environmental conditions in the East China Sea: How much does size spectra theory fit empirical data of a dynamic coastal area?,Carmen García-Comas,"Carmen García-Comas, Chun-Yi Chang, Lin Ye, Akash R. Sastri, Yu-Ching Lee, Gwo-Ching Gong, Chih-hao Hsieh",Elsevier BV,Progress in Oceanography,2014,2014-2,,https://doi.org/10.1016/j.pocean.2013.10.010,,,True,True,False,False,False,False,False,False,True,True,False,True
10.1111/ecog.00986,Determinism of bacterial metacommunity dynamics in the southern East China Sea varies depending on hydrography,Yi‐Chun Yeh,"Yi‐Chun Yeh, Pedro R. Peres‐Neto, Shiao‐Wei Huang, Yung‐Chih Lai, Chen‐Yi Tu, Fuh‐Kwo Shiah, Gwo‐Ching Gong, Chih‐hao Hsieh",Wiley,Ecography,2015,2015-2,"Spatial variation of communities composition (metacommunities) results from multiple assembly mechanisms, including environmental filtering and dispersal; however, whether and why the relative importance of the assembly mechanisms in shaping bacterial metacommunity changes through time in marine pelagic systems remains poorly studied. Here, we applied the elements of metacommunity structure framework and the variation partitioning framework to examine whether temporal variation of hydrographic conditions influences bacterioplankton metacommunity dynamics in the southern East China Sea (ECS). The spatiotemporal variation of bacterial communities composition was revealed using 454 pyrosequencing of 16S rDNA. In addition to the whole bacterial community, we analyzed four dominant taxonomic groups (Cyanobacteria, Alphaproteobacteria, Gammaproteobacteria, and Actinobacteria) separately. Our analyses indicate that, considering the whole community level, the determinism of metacommunity structure varied among seasons. When the degree of connectivity was low (December), the metacommunity exhibited random distribution and was explained mainly by the environmental component. However, Clementsian metacommunity was found at intermediate connectivity (May), during which the environmental and spatial predictors were both significant. When connectivity was high (August), a random distribution pattern was found and no significant effect of environmental filtering or dispersal limitation was detected. Nevertheless, when considering different taxonomic groups, the differences in metacommunity dynamics among groups were found. Our results suggest that the driving forces of metacommunity dynamics varied depending on hydrography, as the degrees of environmental heterogeneity and connectivity among habitat patches were determined by circulation pattern. Moreover, mechanisms varied among different taxonomic groups, suggesting that differential dispersal capacity among taxonomic groups should be integrated into community assembly studies.",https://doi.org/10.1111/ecog.00986,,,False,True,False,False,False,False,False,False,False,True,False,True
10.1098/rspb.2015.2129,Prey size diversity hinders biomass trophic transfer and predator size diversity promotes it in planktonic communities,Carmen García-Comas,"Carmen García-Comas, Akash R. Sastri, Lin Ye, Chun-Yi Chang, Fan-Sian Lin, Min-Sian Su, Gwo-Ching Gong, Chih-hao Hsieh",The Royal Society,Proc. R. Soc. B.,2016,2016-2-10,"Body size exerts multiple effects on plankton food-web interactions. However, the influence of size structure on trophic transfer remains poorly quantified in the field. Here, we examine how the size diversity of prey (nano-microplankton) and predators (mesozooplankton) influence trophic transfer efficiency (using biomass ratio as a proxy) in natural marine ecosystems. Our results support previous studies on single trophic levels: transfer efficiency decreases with increasing prey size diversity and is enhanced with greater predator size diversity. We further show that communities with low nano-microplankton size diversity and high mesozooplankton size diversity tend to occur in warmer environments with low nutrient concentrations, thus promoting trophic transfer to higher trophic levels in those conditions. Moreover, we reveal an interactive effect of predator and prey size diversities: the positive effect of predator size diversity becomes influential when prey size diversity is high. Mechanistically, the negative effect of prey size diversity on trophic transfer may be explained by unicellular size-based metabolic constraints as well as trade-offs between growth and predation avoidance with size, whereas increasing predator size diversity may enhance diet niche partitioning and thus promote trophic transfer. These findings provide insights into size-based theories of ecosystem functioning, with implications for ecosystem predictive models.",https://doi.org/10.1098/rspb.2015.2129,,,True,True,False,False,False,False,False,False,True,True,False,True
10.1002/lno.11294,Resource availability affects temporal variation of phytoplankton size structure in the Kuroshio east of Taiwan,Fan‐Sian Lin,"Fan‐Sian Lin, Pei‐Chi Ho, Akash R. Sastri, Chung‐Chi Chen, Gwo‐Ching Gong, Sen Jan, Chih‐hao Hsieh",Wiley,Limnology &amp; Oceanography,2020,2020-2,"The on‐going discussion concerning how environmental factors determine phytoplankton size structure has centered around two hypotheses: (H1) The resource‐size relationship predicts that normalized biovolume size spectrum (NBSS) slopes for phytoplankton are progressively shallower with increasing resource availability and (H2) The temperature‐size relationship predicts that phytoplankton NBSS slopes steepen with increasing water temperature. To test these hypotheses, we examined 72 phytoplankton assemblage collections in the Kuroshio east of Taiwan. Total phytoplankton biomass was used as a proxy for resource availability instead of nutrients because nutrients are depleted and do not represent resource availability for oligotrophic seas. We found no significant relationship between NBSS slopes with temperature, providing little support for the temperature‐size rule. In contrast, a positive relationship between NBSS slopes and total biomass for most of the year lends general support to the resource‐size relationship, except during the winter and early spring. To explain this exception, we hypothesize that resource pulses occurring during the cold seasons are used more efficiently by small cells and promote faster growth of small relative to large phytoplankton because these pulses take place after a long period of resource depletion in oligotrophic seas; thus, the NBSS slopes become much steeper than would be expected from a positive resource‐size relationship. This deviation can be considered as nonsteady state in terms of phytoplankton size structure relative to resources. Nevertheless, we cannot rule out the possibility that grazing effects also play an important role in controlling phytoplankton size structure.",https://doi.org/10.1002/lno.11294,,,True,True,False,False,False,False,False,False,True,True,False,True
10.1086/707394,"Body Size, Light Intensity, and Nutrient Supply Determine Plankton Stoichiometry in Mixotrophic Plankton Food Webs",Pei-Chi Ho,"Pei-Chi Ho, Chun-Wei Chang, Fuh-Kwo Shiah, Pei-Ling Wang, Chih-hao Hsieh, Ken H. Andersen",University of Chicago Press,The American Naturalist,2020,2020-4,,https://doi.org/10.1086/707394,,,True,True,False,False,False,False,False,False,True,True,False,True
10.1371/journal.pone.0251344,Importance of prey size on investigating prey availability of larval fishes,Yu-Hsuan Huang,"Yu-Hsuan Huang, Hsiao-Hang Tao, Gwo-Ching Gong, Chih-hao Hsieh",Public Library of Science (PLoS),PLoS ONE,2021,2021-5-18,"Prey availability plays an important role in determining larval fish survival. Numerous studies have found close relationships between the density of mesozooplankton and larval fishes; however, emerging studies suggest that small-size zooplankton are more important prey for some larval fish species. One arising question is whether the size of zooplankton determines the relationship between zooplankton and larval fish community in natural environments. To address this question, we collected small-size (50–200 μm) zooplankton, mesozooplankton (&gt; 330 μm), and larval fish using three different mesh-size (50, 330, 1000 μm, respectively) nets in the East China Sea, and examined their relationships in density. Both meso- and small-size zooplankton densities showed positive relationships with larval fish density, while the relationship is much stronger for the small-size zooplankton. Specifically, the smallest size classes (50–75 and 75–100 μm) of small-size zooplankton showed the highest positive relationships with larval fish density. Temperature, salinity, and chlorophyll-a concentration did not significantly explain larval fish density. Based on these findings, we demonstrate the importance of considering prey size when investigating prey availability for larval fishes.",https://doi.org/10.1371/journal.pone.0251344,,,True,True,False,True,False,False,False,False,True,True,False,True
10.3389/fmars.2021.747763,Comparison of Primary Production Using in situ and Satellite-Derived Values at the SEATS Station in the South China Sea,Yung-Yen Shih,"Yung-Yen Shih, Fuh-Kwo Shiah, Chao-Chen Lai, Wen-Chen Chou, Jen-Hua Tai, Yu-Shun Wu, Cheng-Yang Lai, Chia-Ying Ko, Chin-Chang Hung",Frontiers Media SA,Front. Mar. Sci.,2021,2021-10-4,"Satellite-based observations of primary production (PP) are broadly used to assess carbon fixation rate of phytoplankton in the global ocean with small spatiotemporal limitations. However, the remote sensing can only reach the ocean surface, the assumption of a PP vertically exponential decrease with increasing depth from the surface to the bottom of euphotic zone may cause a substantial and potential discrepancy between in situ measurements and satellite-based observations of PP. This study compared euphotic zone integrated PP derived from measurements based on ship-based in situ incubation (i.e., PPin situ) and those derived from the satellite-based vertically generalized production model (VGPM; PPVGPM) for the period 2003∼2016 at the South East Asian Time-series Study (SEATS) station. PP values obtained during the NE-monsoon (NEM: Nov∼Mar; PPin situ = 323 ± 134; PPVGPM = 443 ± 142 mg-C m–2 d–1) were ∼2-fold higher than those recorded during the SW-monsoon (SWM: Apr∼Oct; PPin situ = 159 ± 58; PPVGPM = 250 ± 36 mg-C m–2 d–1), regardless of the method used for derivation. The main reason for the higher PP values during the NEM appears to have been a greater abundance of inorganic nutrients were made available by vertical advection. Note that on average, PPin situ estimates were ∼50% lower than PPVGPM estimates, regardless of the monsoon. These discrepancies can be mainly attributed to differences from the euphotic zone depth between satellite-based and in situ measurements. The significantly negative relationship between PP measurements obtained in situ and sea surface temperatures observed throughout this study demonstrates that both methods are effective indicators in estimating PP. Overall, our PPin situ analysis indicates that a warming climate is unfavorable for primary production in low-latitude open ocean ecosystems.",https://doi.org/10.3389/fmars.2021.747763,國立中山大學,洪慶章,True,False,True,False,False,False,False,False,False,False,False,False
10.3389/fmars.2021.717576,The Wind Effect on Biogeochemistry in Eddy Cores in the Northern South China Sea,Chun Hoe Chow,"Chun Hoe Chow, Yung-Yen Shih, Ya-Tang Chien, Jing Yi Chen, Ning Fan, Wei-Chang Wu, Chin-Chang Hung",Frontiers Media SA,Front. Mar. Sci.,2021,2021-8-19,"Cyclonic and anticyclonic eddies are usually characterized by upwelling and downwelling, respectively, which are induced by eddy pumping near their core. Using a repeated expendable bathythermograph transect (XBT) and Argo floats, and by cruise experiments, we determined that not all eddies in the northern South China Sea (NSCS) were accompanied by eddy pumping. The weakening of background thermocline was attributed to the strengthening of eddy pumping, affected by (1) wind-induced meridional Sverdrup transports and (2) Kuroshio intrusion into the NSCS. Higher particulate organic carbon (POC) fluxes (&amp;gt; 100 mg-C m−2 day−1) were found near the eddy cores with significant eddy pumping (defined by a depth change of 22°C isotherm near the thermocline for over 10 m), although the satellite-estimated POC fluxes were inconsistent with the in-situ POC fluxes. nitrogen limitation transition and high POC flux were even found near the core of a smaller mesoscale (diameter &amp;lt; 100 km) cyclonic eddy in May 2014, during the weakening of the background thermocline in the NSCS. This finding provides evidence that small mesoscale eddies can efficiently provide nutrients to the subsurface, and that they can remove carbon from the euphotic zone. This is important for global warming, which generally strengthens upper ocean stratification.",https://doi.org/10.3389/fmars.2021.717576,國立中山大學,洪慶章,False,False,True,True,False,False,False,False,False,False,False,False
10.3389/feart.2020.537332,"The Impact of Eddies on Nutrient Supply, Diatom Biomass and Carbon Export in the Northern South China Sea",Yung‐Yen Shih,"Yung‐Yen Shih, Chin‐Chang Hung, Sing‐how Tuo, Huan‐Jie Shao, Chun Hoe Chow, François L. L. Muller, Yuan‐Hong Cai",Frontiers Media SA,Front. Earth Sci.,2020,2020-12-8,"We have investigated the effect of eddies (cold and warm eddies, CEs and WEs) on the nutrient supply to the euphotic zone and the organic carbon export from the euphotic zone to deeper parts of the water column in the northern South China Sea. Besides basic hydrographic and biogeochemical parameters, the flux of particulate organic carbon (POC), a critical index of the strength of the oceanic biological pump, was also measured at several locations within two CEs and one WE using floating sediment traps deployed below the euphotic zone. The POC flux associated with the CEs (85 ± 55 mg-C m−2 d−1) was significantly higher than that associated with the WE (20 ± 7 mg-C m−2 d−1). This was related to differences in the density structure of the water column between the two types of eddies. Within the core of the WE, downwelling created intense stratification which hindered the upward mixing of nutrients and favored the growth of small phytoplankton species. Near the periphery of the WE, nutrient replenishment from below did take place, but only to a limited extent. By far the strongest upwelling was associated with the CEs, bringing nutrients into the lower portion (∼50 m) of the euphotic zone and fueling the growth of larger-cell phytoplankton such as centric diatoms (e.g., Chaetoceros, Coscinodiscus) and dinoflagellates (e.g., Ceratium). A significant finding that emerged from all the results was the positive relationship between the phytoplankton carbon content in the subsurface layer (where the chlorophyll a maximum occurs) and the POC flux to the deep sea.",https://doi.org/10.3389/feart.2020.537332,國立中山大學,洪慶章,False,False,True,True,False,False,False,False,False,False,False,False
10.3389/fmars.2020.00151,Biogeochemical Variability of the Upper Ocean Response to Typhoons and Storms in the Northern South China Sea,Yung-Yen Shih,"Yung-Yen Shih, Chin-Chang Hung, Szu-Yu Huang, François L. L. Muller, Yu-Hsuan Chen",Frontiers Media SA,Front. Mar. Sci.,2020,2020-3-20,,https://doi.org/10.3389/fmars.2020.00151,國立中山大學,洪慶章,False,False,True,True,False,False,False,False,False,False,False,False
10.1038/s41598-018-37726-w,Elevated carbon flux in deep waters of the South China Sea,Yung-Yen Shih,"Yung-Yen Shih, Hsi-Hsiang Lin, Dewang Li, Hsueh-Han Hsieh, Chin-Chang Hung, Chen-Tung Arthur Chen",Springer Science and Business Media LLC,Sci Rep,2019,2019-2-6,"We measured particulate organic carbon (POC) fluxes from the euphotic zone into the twilight zone and deep waters (&gt;1000 m) that occurred between the shelf and the basin in the South China Sea (SCS) and at the SouthEast Asia Time Series Station (SEATS) using floating sediment trap arrays. Additionally, selected sinking particles were imaged by scanning electron microscope (SEM) to reveal particle morphology and composition. Results showed large variations in POC fluxes with elevated values (32–104 mg-C m−2 d−1) below the euphotic zone and a trend towards lower values in the deep SCS. Vertical POC fluxes measured in deep waters between the shelf and the SCS basin were much higher than those estimated by Martin’s attenuation equation. These elevated POC fluxes in deep waters were attributed to lateral particle transport as opposed to enhanced settling out of the euphotic zone. SEM images of sinking particles at 150 m show abundant marine biogenic detritus, while those in deep waters contained a higher proportion of lithogenic material. A great deal of the spatial variability in POC fluxes across the twilight zone and deep waters of the SCS cannot be represented by current biogeochemical models.",https://doi.org/10.1038/s41598-018-37726-w,國立中山大學,洪慶章,False,False,True,True,False,False,False,False,False,False,False,False
10.1038/s41598-018-20184-9,Elevated particulate organic carbon export flux induced by internal waves in the oligotrophic northern South China Sea,Dewang Li,"Dewang Li, Wen-Chen Chou, Yung-Yen Shih, Guan-Yu Chen, Yi Chang, Chun Hoe Chow, Tsang-Yuh Lin, Chin-Chang Hung",Springer Science and Business Media LLC,Sci Rep,2018,2018-2-1,"To understand the biogeochemical response to internal waves in the deep basin of the northern South China Sea (NSCS), particulate organic carbon (POC) export fluxes were quantified for the first time during the passage of large internal waves using drifting sediment traps attached with hydrographic sensors. Results revealed large variations in temperature, nitrate and chlorophyll a (Chl a) concentrations during and after internal waves, suggesting that cold nutrient-replete waters may be brought to the euphotic zone in the dissipation zone during and after the passage of internal wave packets, resulted in phytoplankton flourished. Most importantly, POC export fluxes (110.9 ± 10.7 mg C m−2 d−1) were significantly enhanced after internal waves compared to non-internal wave area (32.6–73.0 mg C m−2 d−1) in the NSCS. Such elevated POC fluxes may be induced by downward flourished biogenic particles, particle aggregation or converged particles from mixed layer triggered by internal waves.",https://doi.org/10.1038/s41598-018-20184-9,國立中山大學,洪慶章,False,False,True,False,False,False,False,False,False,False,False,False
10.3390/jmse10040494,Controls of Submarine Canyons Connected to Shore during the LGM Sea-Level Rise: Examples from Taiwan,Cheng-Shing Chiang,"Cheng-Shing Chiang, Ho-Shing Yu",MDPI AG,JMSE,2022,2022-4-2,"During the Last Glacial Maximum (LGM) (~20,000 years ago), the sea level was lower than that during the present day by 120 m and the heads of most submarine canyons were close or connected to the coastline or shore, with enhanced terrestrial sediment input due to direct connections with river mouths. This was followed by a relative sea-level rise of 120 m and the migration of coastlines landward. As a result, the heads of some paleo-submarine canyons were no longer near river mouths or connected to the shore. Such canyons became inactive due to the lack of terrestrial sediment input. Only 4% of the world’s submarine canyons reach the coastline and remain active today. Among 13 submarine canyons off the shore of Taiwan, we identified seven (n = 7, 54%) that remain connected to the shore and are active during the present-day highstand. The purpose of this study is to determine the key controls of canyon heads that remain connected to the shore with terrestrial sediment input during the Holocene sea-level rise. As a result of high uplift rates, narrow coastal range, steep gradients, frequent earthquakes, and typhoon development in the Taiwan mountain belt, Taiwan has the highest-yield river and sediment supply. This has led to the transportation of large volumes of sediment to the surrounding deep seas. Narrow steep shelves and large sediment volumes associated with small mountain rivers are the main controls involved in the development of shore-connected canyons on the active Taiwan margin. Shore-connected canyons are present in greater numbers in the major earthquake zone on the eastern Taiwan margin. Frequent earthquake events are another significant factor in the occurrence of shore-connected canyons in the Taiwan region.",https://doi.org/10.3390/jmse10040494,國立自然科學博物館,蔣正興,True,False,False,False,False,False,False,False,False,False,False,True
10.1038/s41598-023-51016-0,Observational evidence of overlooked downwelling induced by tropical cyclones in the open ocean,Chien-Yi Yang,"Chien-Yi Yang, Yiing Jang Yang, Yu-Heng Tseng, Sen Jan, Ming-Huei Chang, Ching-Ling Wei, Chuen-Teyr Terng",Springer Science and Business Media LLC,Sci Rep,2024,2024-1-3,"Tropical cyclones (TCs) cause severe natural hazards and drive intense upper ocean cooling through a series of oceanic and atmospheric physical processes, including vertical mixing and upwelling. Among these processes, TC-induced warming of near-surface waters in the open ocean has rarely been noted. This study provides a detailed analysis of upper ocean responses to 30 TC events observed by two buoys in the western North Pacific between 2016 and 2021. Supplemented with numerical experiments, we suggest that downwelling frequently occurs at the periphery of upwelling regions (around the radius of the 34 knot wind speed) following the passage of a TC. Downwelling is identified via pronounced warm anomalies under a shallow mixed layer depth, and its dynamics are attributed to negative wind stress curl and current-induced convergence. These findings highlight the important role played by TC-induced downwelling and offer insights for reconsidering the influence of TCs on biogeochemical processes.",https://doi.org/10.1038/s41598-023-51016-0,國立臺灣大學海洋研究所,楊穎堅,True,False,False,False,True,False,False,False,True,False,False,False
10.3389/feart.2021.792595,The Huapinghsu Channel/Mienhua Canyon System as a Sediment Conduit Transporting Sediments From Offshore North Taiwan to the Southern Okinawa Trough,Cheng-Shing Chiang,"Cheng-Shing Chiang, Ho-Shing Yu, Atsushi Noda, Taqumi TuZino",Frontiers Media SA,Front. Earth Sci.,2022,2022-2-10,"By examining bathymetric and seismic reflection data in the shelf-slope region offshore northeast of Taiwan, the morphology of the Huapinghsu Channel/Mienhua Canyon System was refined and the occurrence of axial incision in the major erosional trough of the Mienhua Canyon was identified. The Huapinghsu Channel extends from its head at a water depth of 120 m seaward across the shelf-slope region and merges with the Mienhua Canyon before finally emptying into the Southern Okinawa Trough. This review with a new idea illustrates this channel/canyon system as a sediment conduit transporting sediments from western Taiwan rivers to the Southern Okinawa Trough. Within the proximal reach of the Mienhua Canyon, in situ suspended particles were found associated with bottom nepheloid layers, which transport resuspended particles along the canyon course, and eventually into the Southern Okinawa Trough even during sea-level highstand. The shelf area around the channel head is subject to the influence of frequent occurrences of large typhoons and seasonal migrations of oceanic currents. Numerical examinations indicate that the flow velocities related with large waves or currents satisfy the critical values to the threshold of the motion of fine sand, implying gravity flows occur around the channel head, sweep unconsolidated sediments in the channel head, or even incise the channel floor at the present day. In this paper, sea level changes from the Last Glacial Maximum (LGM, ∼21 ka BP) to the present and sediment input to the head of the Huapinghsu Channel head are considered the major factors in the control of the Huapinghsu Channel/Mienhua Canyon system, which functions as a sediment conduit in the study area. Tectonics and climate are the minor factors that contribute to shelf sediment transport to the Southern Okinawa Trough via this channel/canyon system.",https://doi.org/10.3389/feart.2021.792595,國立自然科學博物館,蔣正興,True,False,False,False,False,False,False,False,False,False,False,True
10.3390/jmse9111296,Morphological Significance and Relation of Ecosystems of Submarine Canyons off SW Taiwan,Cheng-Shing Chiang,"Cheng-Shing Chiang, Ho-Shing Yu",MDPI AG,JMSE,2021,2021-11-19,"There are four shelf-incising submarine canyons off SW Taiwan. They are distributed along the active continental margin, which is periodically flushed by gravity flows. Shelf-incising canyons, such as Kaoping Canyon, may not only be affected by oceanographic conditions but also by extreme climate change due to the direct input of river sediment. In the canyons along the SW margin of Taiwan, strong sedimentary flows are reflected in highly abundant nutrient input and physical disturbances. The Kaoping Canyon possesses habitats that promote biodiversity but that are sensitive to environmental change. The aims of this study are to review the canyons along the SW margin of Taiwan and to present their geomorphological features and associated ecosystems.",https://doi.org/10.3390/jmse9111296,國立自然科學博物館,蔣正興,True,False,False,False,False,False,False,False,False,False,False,True
10.1007/s11001-020-09403-z,Three types of modern submarine canyons on the tectonically active continental margin offshore southwestern Taiwan,Cheng-Shing Chiang,"Cheng-Shing Chiang, Kan-Hsi Hsiung, Ho-Shing Yu, Song-Chuen Chen",Springer Science and Business Media LLC,Mar Geophys Res,2020,2020-3,,https://doi.org/10.1007/s11001-020-09403-z,國立自然科學博物館,蔣正興,True,False,False,False,False,False,False,False,False,False,False,True
10.1016/j.geomorph.2017.10.013,The modern Kaoping transient fan offshore SW Taiwan: Morphotectonics and development,Kan-Hsi Hsiung,"Kan-Hsi Hsiung, Ho-Shing Yu, Cheng-Shing Chiang",Elsevier BV,Geomorphology,2018,2018-1,,https://doi.org/10.1016/j.geomorph.2017.10.013,國立自然科學博物館,蔣正興,True,False,False,False,False,False,False,False,False,False,False,True
